instruction,input,output,source,task
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: ذي بعد تفرق زينة كرفور سيتسمار",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,ذي بعد تفرق زينة كرفور سيتسمار,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,ذي بعد تفرق زينة كرفور سيتسمار,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: نحن أقل علينا نجبروا حد يگد يعود أصلح للبلاد والعباد يغير اليوم ذا مافيه بديل الراجل هو أشبه لي فذي الساحة اليوم قبل من قبل وأبى من أبى",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,نحن أقل علينا نجبروا حد يگد يعود أصلح للبلاد والعباد يغير اليوم ذا مافيه بديل الراجل هو أشبه لي فذي الساحة اليوم قبل من قبل وأبى من أبى,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,نحن أقل علينا نجبروا حد يگد يعود أصلح للبلاد والعباد يغير اليوم ذا مافيه بديل الراجل هو أشبه لي فذي الساحة اليوم قبل من قبل وأبى من أبى,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: انت مريض العافية",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,انت مريض العافية,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,انت مريض العافية,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: والله لوخييرت امالك غاير منو",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,والله لوخييرت امالك غاير منو,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,والله لوخييرت امالك غاير منو,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: كجك اصل ماه جاحد راسو محسدك",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,كجك اصل ماه جاحد راسو محسدك,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,كجك اصل ماه جاحد راسو محسدك,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: ورخست الجاسوس المرتشي العميل",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,ورخست الجاسوس المرتشي العميل,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,ورخست الجاسوس المرتشي العميل,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: هي يحفظه متلات صايعه",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,هي يحفظه متلات صايعه,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,هي يحفظه متلات صايعه,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: هذا اكبيل اتعود طرت فيه سابك يعلن دعمو ال غزواني وتعود عندك سبق إخباري ماه مقسول",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,هذا اكبيل اتعود طرت فيه سابك يعلن دعمو ال غزواني وتعود عندك سبق إخباري ماه مقسول,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,هذا اكبيل اتعود طرت فيه سابك يعلن دعمو ال غزواني وتعود عندك سبق إخباري ماه مقسول,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: يتمصرط مسكين",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,يتمصرط مسكين,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,يتمصرط مسكين,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: وخيرت يذاك من كلت القسله",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,وخيرت يذاك من كلت القسله,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,وخيرت يذاك من كلت القسله,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: ذ شفيه حكلل",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,ذ شفيه حكلل,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,ذ شفيه حكلل,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: الجاسوس",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,الجاسوس,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,الجاسوس,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: هي يحفظها شغاله",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,هي يحفظها شغاله,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,هي يحفظها شغاله,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: والله ألاّ وريخست",,negative,hassaniya_sentiment,sentiment_analysis
Write a negative sentiment text in Hassania Arabic dialect:,,والله ألاّ وريخست,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,والله ألاّ وريخست,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: المدير متعدل",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,المدير متعدل,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,المدير متعدل,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: أيو مالو جريمته شنهي",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,أيو مالو جريمته شنهي,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,أيو مالو جريمته شنهي,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: تدعم انت مرشح او هامك الناس تمشي امعاك",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,تدعم انت مرشح او هامك الناس تمشي امعاك,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,تدعم انت مرشح او هامك الناس تمشي امعاك,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: اصل ماه جاحدهَ",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,اصل ماه جاحدهَ,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,اصل ماه جاحدهَ,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: يحفظو راجل رزين وشغال",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,يحفظو راجل رزين وشغال,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,يحفظو راجل رزين وشغال,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: يبدو عنها يحفظها ماتلات صايعه",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,يبدو عنها يحفظها ماتلات صايعه,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,يبدو عنها يحفظها ماتلات صايعه,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: رجل الأعمال الطيب بارك الله فيه",,positive,hassaniya_sentiment,sentiment_analysis
Write a positive sentiment text in Hassania Arabic dialect:,,رجل الأعمال الطيب بارك الله فيه,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,رجل الأعمال الطيب بارك الله فيه,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: السياسة الا ذ كيفها",,neutral,hassaniya_sentiment,sentiment_analysis
Write a neutral sentiment text in Hassania Arabic dialect:,,السياسة الا ذ كيفها,hassaniya_sentiment,sentiment_generation
This is an example of Hassania Arabic from Mauritania:,,السياسة الا ذ كيفها,hassaniya_sentiment,dialect_example
"Analyze the sentiment of this Hassania Arabic text. Respond with: positive, negative, or neutral.

Text: هي يحفظها ماتلات صايعة اعل ذي الحالة السياسة الا ذا كيفتها",,neutral,hassaniya_sentiment,sentiment_analysis
