id,annotations,created_at, Annotation results,text,updated_at
1575,1,2024-06-14T21:36:04.996664Z,Positive,هذا الدكتورصاحب الأخلاق الحميدة والتواضع,2024-06-14T21:36:04.996664Z
1576,1,2024-06-14T21:36:10.266283Z,Positive,مبارك,2024-06-14T21:36:10.266283Z
1577,1,2024-06-14T21:36:17.979290Z,Neutral,مسكين الرئيسة السابقة  يالل كان إلا إديرها بوصها عندها تجربه ,2024-06-14T21:36:17.979290Z
1578,1,2024-06-14T18:46:56.671691Z,Positive,مساكين جماعة تاج رؤوسِهنَ,2024-06-14T18:46:56.671691Z
1579,1,2024-06-14T18:47:04.772703Z,Positive,حملة الشباب راهي انتقنت تبارك الله,2024-06-14T18:47:04.772703Z
1580,1,2024-06-14T18:47:08.155518Z,Negative,كونكري في الانتظار,2024-06-14T18:47:08.155518Z
1581,1,2024-06-14T18:46:39.761651Z,Positive,مزالتل وحدة,2024-06-14T18:46:39.761651Z
1582,1,2024-06-14T18:46:45.609039Z,Positive,هو نسونجي وتوف يويل,2024-06-14T18:46:45.609039Z
1583,1,2024-06-14T18:46:49.575653Z,Positive,وخيرت حك بذيك الأخت,2024-06-14T18:46:49.575653Z
1584,1,2024-06-14T18:45:51.325483Z,Positive,طاقم مبتسم ماشاء الله,2024-06-14T18:45:51.325483Z
1585,1,2024-06-14T18:45:58.107263Z,Positive,اخي الكريم  ماعندك صورة اشبه اشوي للاخت من فضلك,2024-06-14T18:45:58.107263Z
1586,1,2024-06-14T18:46:03.159447Z,Positive,فالحات بعد ذو لعليات يسو كاع ماينجح,2024-06-14T18:46:03.159447Z
1587,1,2024-06-14T18:46:06.639442Z,Positive,هذا طاقم متميز,2024-06-14T18:46:06.639442Z
1588,1,2024-06-14T18:46:11.110865Z,Positive,الله ايوفقهم نعرفه هي بعد مثقفة ومحترمة  تستاهل,2024-06-14T18:46:11.110865Z
1589,1,2024-06-14T18:46:16.217767Z,Negative,يا اخي هاذ الا سينما,2024-06-14T18:46:16.217767Z
1590,1,2024-06-14T18:46:25.359501Z,Positive,نعرف واحد شايع إدور يزرگلو,2024-06-14T18:46:25.359501Z
1591,1,2024-06-14T18:46:30.495308Z,Negative,زوجته تشعر بالغيرة,2024-06-14T18:46:30.495308Z
1592,1,2024-06-14T18:46:35.896353Z,Positive,الرئيس سوماري نبض التغيير  ,2024-06-14T18:46:35.896353Z
1593,1,2024-06-14T21:26:12.776649Z,Negative,خطوط كوناكري مفتوحة,2024-06-14T21:26:12.776649Z
1594,1,2024-06-14T21:35:47.057160Z,Positive,وني بعد أل ش تبسيمت تكشح ش عن لخلاق,2024-06-14T21:35:47.057160Z
1595,1,2024-06-14T18:44:33.115090Z,Negative,اح ذاك ما ذاك كيف,2024-06-14T18:44:33.115090Z
1596,1,2024-06-14T18:44:39.667016Z,Negative,سمعت عن خال شور لخيام ماه عالم عن مترشح,2024-06-14T18:44:39.667016Z
1597,1,2024-06-14T18:44:43.434182Z,Positive,بارك الله فيهن,2024-06-14T18:44:43.434182Z
1598,1,2024-06-14T18:44:48.254761Z,Negative,ذ امش,2024-06-14T18:44:48.254761Z
1599,1,2024-06-14T18:44:53.230667Z,Positive,عرف من اين تؤكل الكتف,2024-06-14T18:44:53.230667Z
1600,1,2024-06-14T18:44:57.797595Z,Negative,ذا ماه جدي ,2024-06-14T18:44:57.797595Z
1601,1,2024-06-14T18:45:11.808493Z,Negative,هذ ایدور یزرگلو الزیر الرمز,2024-06-14T18:45:11.808493Z
1602,1,2024-06-14T18:45:20.660804Z,Positive,الحمله لا بداله امن افكاريش الرجاله لعليات دورهم مهم يغير هذا امتين اعليهم,2024-06-14T18:45:20.660804Z
1603,1,2024-06-14T18:45:24.578094Z,Negative,ذ جواق اتوف,2024-06-14T18:45:24.578094Z
1604,1,2024-06-14T18:45:28.606951Z,Positive,قررت نصوتلو,2024-06-14T18:45:28.606951Z
1605,1,2024-06-14T18:45:35.902895Z,Positive,ماهو عادي بيه الوثقه,2024-06-14T18:45:35.902895Z
1606,1,2024-06-14T18:45:43.336983Z,Positive,لعليات عدلو ياسر منشي مايعدلوه الرجالة,2024-06-14T18:45:43.336983Z
1607,1,2024-06-14T18:45:47.675513Z,Positive,إبان فاهم الشعب مشالله عليه,2024-06-14T18:45:47.675513Z
1608,1,2024-06-14T21:25:04.253244Z,Neutral,موريتاني بعد ظافيه  وواعره كامله وأطريكها حرشه معنان الحمله الا على مستوى نواكشوط,2024-06-14T21:25:04.253244Z
1609,1,2024-06-14T21:25:11.838671Z,Positive,ذ كاع جاهم من فوك  نسائنا هن الأمل,2024-06-14T21:25:11.838671Z
1610,1,2024-06-14T21:25:16.455689Z,Positive,ذاك لي عدل متعدل,2024-06-14T21:25:16.455689Z
1611,1,2024-06-14T21:25:29.755558Z,Neutral,واضح عنو ابذوقو افظحك لعليات,2024-06-14T21:25:29.755558Z
1612,1,2024-06-14T21:25:35.407075Z,Negative,حملة ضاحكة مستبشرة,2024-06-14T21:25:35.407075Z
1613,1,2024-06-14T21:25:46.095745Z,Negative,ذاك راهو امش فيه ، هومه ما يدخل ارض ما خسرت واخسر مولاه,2024-06-14T21:25:46.095745Z
1614,1,2024-06-14T21:26:05.241309Z,Neutral,ثقيله امناتن الزينات يحزنو ويفرحو كهلات الانصاف,2024-06-14T21:26:05.241309Z
1615,1,2024-06-14T21:26:08.940394Z,Positive,أزين طاقم نسائي,2024-06-14T21:26:08.940394Z
1616,1,2024-06-14T21:23:19.353964Z,Positive,لا أعرف من سيقرأ تعليقي ولكن اسأل الله ان يرزقنا وإياكم  الجنة ,2024-06-14T21:23:19.353964Z
1617,1,2024-06-14T21:23:27.819579Z,Negative,آدبيرللنجاح ماه اكبيرحتتته,2024-06-14T21:23:27.819579Z
1618,1,2024-06-14T21:23:39.344384Z,Negative,هاذو الا لايتم اجبولو شومرات في أخيام للحملة يغير مافم حد لايزركلو,2024-06-14T21:23:39.344384Z
1619,1,2024-06-14T21:23:43.616766Z,Positive,ذاك العدل صالح,2024-06-14T21:23:43.616766Z
1620,1,2024-06-14T21:23:49.537586Z,Positive,أختيار موفق ,2024-06-14T21:23:49.537586Z
1621,1,2024-06-14T21:23:55.687586Z,Positive,ضع قلب وتابعنا فضلا وليس امرا من فضلك,2024-06-14T21:23:55.687586Z
1622,1,2024-06-14T21:23:59.087802Z,Positive,مرشح عاقل,2024-06-14T21:23:59.087802Z
1623,1,2024-06-14T21:24:03.202069Z,Positive,هاذ طاقم ممتاز بالأخص الأخت الشابه,2024-06-14T21:24:03.202069Z
1624,1,2024-06-14T21:24:07.235259Z,Positive,يتذوق الجميلات,2024-06-14T21:24:07.235259Z
1625,1,2024-06-14T21:24:16.370739Z,Negative,هو عايد ذ نبت اتنسويه,2024-06-14T21:24:16.370739Z
1626,1,2024-06-14T21:24:21.135982Z,Positive,فيهم وحدة ما خاسر عليها شي,2024-06-14T21:24:21.135982Z
1627,1,2024-06-14T21:24:25.789341Z,Positive,ماطاريلو ذاك ابروفسير,2024-06-14T21:24:25.789341Z
1628,1,2024-06-14T21:24:29.586117Z,Positive,المرشح ماه مقسول يعلمه الله ,2024-06-14T21:24:29.586117Z
1629,1,2024-06-14T21:24:40.458336Z,Neutral,مجرد محاولة عملية تكملة المربع الذهبي,2024-06-14T21:24:40.458336Z
1630,1,2024-06-14T18:44:28.211459Z,Negative,معناه عنو واعد كوناكري,2024-06-14T18:44:28.211459Z
1631,1,2024-06-14T18:43:22.673342Z,Positive,حكيم هو ذ,2024-06-14T18:43:22.673342Z
1632,1,2024-06-14T18:43:26.751169Z,Positive,توفيق  ذ اخباري فالدخن,2024-06-14T18:43:26.751169Z
1633,1,2024-06-14T18:43:33.527212Z,Neutral,هي أمرده بعد,2024-06-14T18:43:33.527212Z
1634,1,2024-06-14T18:43:37.043671Z,Positive,دوريوصل أل المربع الذهبي,2024-06-14T18:43:37.043784Z
1635,1,2024-06-14T18:43:53.595039Z,Neutral,من أخلاق السياسة أن توكل مهمة القيادة للسيدات,2024-06-14T18:43:53.595039Z
1636,1,2024-06-14T18:44:01.480206Z,Neutral,ماكط  اسمع أرايْ امرة,2024-06-14T18:44:01.480206Z
1637,1,2024-06-14T18:44:04.503563Z,Positive,جميل ذ الأختيار,2024-06-14T18:44:04.503563Z
1638,1,2024-06-14T18:44:07.748085Z,Positive,ذاك صالح لعدلت,2024-06-14T18:44:07.748085Z
1639,1,2024-06-14T18:44:11.763392Z,Negative,ماه حگ عندو,2024-06-14T18:44:11.763392Z
1640,1,2024-06-14T18:44:14.706962Z,Positive,يعجبني هذا الرجل,2024-06-14T18:44:14.706962Z
1641,1,2024-06-14T18:44:19.491719Z,Negative,لين يشوف الرئاسة دمقني,2024-06-14T18:44:19.491719Z
1642,1,2024-06-14T18:44:22.873551Z,Negative,ذاك راح فيها مسكين,2024-06-14T18:44:22.873551Z
1643,1,2024-06-14T18:42:05.479973Z,Positive,هذ رجل عاقل وحكيم,2024-06-14T18:42:05.479973Z
1644,1,2024-06-14T18:42:12.005386Z,Positive,عاقل اكبظ الا الشبيبات,2024-06-14T18:42:12.005386Z
1645,1,2024-06-14T18:42:16.156404Z,Negative,هي حملة ول صالون تجميل,2024-06-14T18:42:16.156794Z
1646,1,2024-06-14T18:42:19.238351Z,Positive,يجذب الرجال وذاك الشي,2024-06-14T18:42:19.238351Z
1647,1,2024-06-14T18:42:25.186365Z,Positive,هذا هو لي يستحق حد يزركلو,2024-06-14T18:42:25.186365Z
1648,1,2024-06-14T18:42:43.758913Z,Neutral,هذا ما يعرفهم حد في العمل الميداني,2024-06-14T18:42:43.758913Z
1649,1,2024-06-14T18:42:47.256622Z,Positive,تشعشيع,2024-06-14T18:42:47.256622Z
1650,1,2024-06-14T18:43:00.978173Z,Neutral,هوم الشايفين اعل الشباب ماه شباب الستين الل لعليات قصتهم معاهم قصة,2024-06-14T18:43:00.978173Z
1651,1,2024-06-14T18:43:07.919436Z,Positive,مسكين هو جايبه ام ذيك,2024-06-14T18:43:13.372310Z
1652,1,2024-06-14T18:43:17.835036Z,Positive,عاقل,2024-06-14T18:43:17.835036Z
1653,1,2024-06-14T21:22:26.055162Z,Negative,ذوك واعدين كوناكري,2024-06-14T21:22:26.055162Z
1654,1,2024-06-14T21:22:30.403086Z,Positive,كامل التوفيق والنجاح,2024-06-14T21:22:30.403086Z
1655,1,2024-06-14T21:22:33.759405Z,Negative,ذ واعد كوناكري,2024-06-14T21:22:33.759405Z
1656,1,2024-06-14T21:22:38.253302Z,Positive,كامل الدعم,2024-06-14T21:22:38.253302Z
1657,1,2024-06-14T21:34:07.201519Z,Positive,النصر لا لو,2024-06-14T21:34:07.201519Z
1658,1,2024-06-14T21:34:11.443355Z,Positive,مرشحنا,2024-06-14T21:34:11.444354Z
1659,1,2024-06-14T21:34:22.568771Z,Neutral,إگبيل اص لعليات إدير إعليهم راجل واخلاص,2024-06-14T21:34:22.568771Z
1660,1,2024-06-14T21:34:27.178732Z,Positive,مرحب بعد بيها,2024-06-14T21:34:27.178732Z
1661,1,2024-06-14T21:34:32.012818Z,Positive,رئيسنا مسونجي,2024-06-14T21:34:32.012818Z
1662,1,2024-06-14T21:34:37.763061Z,Positive,هو واخيرت بيه,2024-06-14T21:34:37.763061Z
1663,1,2024-06-14T21:34:44.530013Z,Negative,هذا دليل عنو ماه متخطي انواكشوط,2024-06-14T21:34:44.530013Z
1664,1,2024-06-14T21:34:49.777989Z,Negative,يالل يفتحو حملتهم من كوناكري,2024-06-14T21:34:49.777989Z
1665,1,2024-06-14T21:34:53.246008Z,Negative,ذاك للآسف واعد الهاوية خير الأمور أوسطها,2024-06-14T21:34:53.246008Z
1666,1,2024-06-14T21:34:57.103092Z,Positive,وخيرت ,2024-06-14T21:34:57.103092Z
1667,1,2024-06-14T21:35:04.680169Z,Negative,صابلو هو أكملو يكعد فبلد جو بايدن امن إعود رئيس لموريتان,2024-06-14T21:35:04.680169Z
1668,1,2024-06-14T21:35:10.192939Z,Negative,هذا خطأ يواجعة,2024-06-14T21:35:10.192939Z
1669,1,2024-06-14T21:35:18.595986Z,Positive,خطوة غير مسبوقة في المشهد السياسي الوطني,2024-06-14T21:35:18.595986Z
1670,1,2024-06-14T21:35:23.898965Z,Negative,ما أنجح,2024-06-14T21:35:23.898965Z
1671,1,2024-06-14T21:35:28.534035Z,Positive,هن الأمل,2024-06-14T21:35:28.534993Z
1672,1,2024-06-14T21:35:33.626577Z,Negative,فاليبشر بالذهاب إلى كوناكري,2024-06-14T21:35:33.626577Z
1673,1,2024-06-14T21:22:46.364245Z,Negative,طاقم حملته غير ديمقراطي يحتاج إلى لوحة الوطنية,2024-06-14T21:22:46.364245Z
1674,1,2024-06-14T21:22:59.807537Z,Negative,هاذي شاربَ حبْ السعادة ولا شنه,2024-06-14T21:22:59.807537Z
1675,1,2024-06-14T21:23:03.685151Z,Positive,فريق ماشاءالله اعليه من منات موريتان علي المستوى,2024-06-14T21:23:03.685151Z
1676,1,2024-06-14T18:41:24.988547Z,Negative,حملة الكجكاجات ايو اشكم ,2024-06-14T18:41:24.988547Z
1677,1,2024-06-14T18:41:31.159743Z,Negative,هوم ذي الكشه سلس فيهم ولل,2024-06-14T18:41:31.159743Z
1678,1,2024-06-14T18:41:36.572345Z,Negative,ذاك واضح يغير ماه لاه شوف والو,2024-06-14T18:41:36.572345Z
1679,1,2024-06-14T18:41:42.822409Z,Neutral,نعرفو منهم المديرة,2024-06-14T18:41:42.822409Z
1680,1,2024-06-14T18:41:48.971797Z,Negative,هاذ اراه امش فيها,2024-06-14T18:41:48.971797Z
1681,1,2024-06-14T18:41:54.809825Z,Neutral,هههه هذا شنهو عايد,2024-06-14T18:41:54.809825Z
1682,1,2024-06-14T18:42:01.674382Z,Positive,يبدو أن حملته على مستوى انواكشوط فقط,2024-06-14T18:42:01.674382Z
1683,1,2024-06-14T18:40:54.091520Z,Negative,الين دخلوها الكجكاجات يكد الا يجبر شي,2024-06-14T18:40:54.091520Z
1684,1,2024-06-14T18:41:01.803830Z,Positive,قز,2024-06-14T18:41:01.803830Z
1685,1,2024-06-14T18:41:07.398500Z,Positive,هههه هو بعد راجل اقظف,2024-06-14T18:41:07.398500Z
1686,1,2024-06-14T21:21:41.187220Z,Negative,ذ هو الل عاگر دبو هههه,2024-06-14T21:21:41.187220Z
1687,1,2024-06-14T21:21:45.869298Z,Negative,هذا زير قطعا,2024-06-14T21:21:45.869298Z
1688,1,2024-06-14T21:21:54.620579Z,Negative,اعوض بيهم ابلاصة الصيدة,2024-06-14T21:21:54.620579Z
1689,1,2024-06-14T21:21:59.302676Z,Positive,يذا من قايت صاحبن,2024-06-14T21:21:59.302676Z
1690,1,2024-06-14T21:22:07.940863Z,Positive,ذ  فم مرشح الين يعلم بيه لاهي ينظم لو مباشرة,2024-06-14T21:22:07.940863Z
1691,1,2024-06-14T21:22:12.306137Z,Positive,يوكي معاه الطافيلات,2024-06-14T21:22:12.306137Z
1692,1,2024-06-14T21:22:21.302299Z,Neutral,هو اعيالو حك داعم مرشح اوخرعانو هو,2024-06-14T21:22:21.302299Z
1693,1,2024-06-14T21:20:29.770250Z,Neutral,ذاك ماتل اورط,2024-06-14T21:20:29.770250Z
1694,1,2024-06-14T21:20:33.223148Z,Positive,فيه خير,2024-06-14T21:20:33.223148Z
1695,1,2024-06-14T21:20:43.870098Z,Positive,ذ فاهم بني مدخنه,2024-06-14T21:20:43.870098Z
1696,1,2024-06-14T21:20:51.687026Z,Positive,راني منضم لكم في حملة فخامته,2024-06-14T21:20:51.687026Z
1697,1,2024-06-14T21:20:55.496172Z,Positive,رانه معاه اف,2024-06-14T21:20:55.496172Z
1698,1,2024-06-14T21:21:01.019212Z,Negative,يعرف عنو ماه ناجح,2024-06-14T21:21:01.019212Z
1699,1,2024-06-14T21:21:07.387172Z,Positive,لبروفيسور ماهو من اهل الكفس,2024-06-14T21:21:07.387172Z
1700,1,2024-06-12T23:59:52.593437Z,Negative,اصل فظمة صرتك,2024-06-12T23:59:52.593437Z
1701,1,2024-06-13T00:00:07.871503Z,Negative,هاذ منادم مستحفي وتوف هههههه,2024-06-13T00:00:07.871503Z
1702,1,2024-06-13T00:00:20.141535Z,Positive,البروفسير يعرف شي زين,2024-06-13T00:00:20.141535Z
1703,1,2024-06-13T00:00:27.060226Z,Positive,غزة,2024-06-13T00:00:27.060226Z
1704,1,2024-06-14T21:21:12.840318Z,Negative,راهو مشه فيه,2024-06-14T21:21:12.840318Z
1705,1,2024-06-14T21:21:21.762653Z,Positive,عنده رجلان من أفضل شعبيته وأكثرها تأثيرا لو استخدمهما بالشكل الأمثل,2024-06-14T21:21:21.762653Z
1706,1,2024-06-14T21:21:25.926799Z,Positive,ران  داعم سوماري,2024-06-14T21:21:25.927817Z
1707,1,2024-06-14T21:21:33.283627Z,Positive,يكان السيدة اتغير وتنضم الهم,2024-06-14T21:21:33.283627Z
1708,1,2024-06-14T18:13:49.330255Z,Neutral,استغلال تام لعامل الرياضة,2024-06-14T18:13:49.330255Z
1709,1,2024-06-14T18:14:03.026263Z,Positive,صابلو هومات عادو  %60 من الشعب و اللعبة الديمقراطية الحكم فيها للاغلبية,2024-06-14T18:14:03.026263Z
1710,1,2024-06-14T18:14:11.503818Z,Negative, النجاح ماه لاه يشوف بعينيه,2024-06-14T18:14:11.503818Z
1711,1,2024-06-14T18:14:15.809920Z,Neutral,أنا بع اعرفت صوتي لمن,2024-06-14T18:14:15.809920Z
1712,1,2024-06-14T18:14:21.802763Z,Negative,ألا راهو  طارو أنعايلو وتوف,2024-06-14T18:14:21.802763Z
1713,1,2024-06-14T18:14:25.539564Z,Positive,ناجح وموفق بإذن الله,2024-06-14T18:14:25.539564Z
1714,1,2024-06-14T18:14:38.795210Z,Positive,نبارك للفايز,2024-06-14T18:14:38.795210Z
1715,1,2024-06-14T18:15:09.914869Z,Negative,اياك ماهو مجلج اعل معالي الوزيرة عنها ما دعمت,2024-06-14T18:15:09.914869Z
1716,1,2024-06-14T18:36:31.919161Z,Positive,كامل الدعم لسومارى,2024-06-14T18:36:31.919161Z
1717,1,2024-06-14T18:36:37.225273Z,Negative,الرابعة امنين ؟ هاذ هو التعدد المسموع بيه,2024-06-14T18:36:37.225273Z
